"","V1","V2","V3","V4","V5","V6","V7","V8"
"313",337.079705,143.4499474,1.55,97.65,3225.52,28256.03,0.817385656,8905.910492
"314",325.4283146,125.43872,1.58,98.76,2954.22,25409.36,0.819625798,8387.388368
"315",319.3361564,75.56958697,0.65,102.42,2584.59,21917.16,0.817841923,8433.329939
"316",309.994349,55.0040631,0.05,104.41,2912.43,24345.72,0.812373061,6463.248975
"317",309.3314314,73.71608053,0.05,103.91,3044.31,25383.11,0.812388904,6751.450009
"318",318.6430366,92.58939596,0.08,101.77,3100.29,25812.88,0.816834334,7841.01418
"319",328.935448,97.37936017,0.09,101.24,3271.12,26428.32,0.820966081,8480.328421
"320",332.1411768,99.66420928,0.1,99.94,3500.31,28430.05,0.82355476,8346.608117
"321",366.824605,93.24601207,0.09,99.25,3363,27781.7,0.824701763,9089.806403
"322",387.5750529,92.29999538,0.09,98.56,3269.96,26501.6,0.825043963,9349.682929
"323",419.5854962,97.15058039,0.09,97.02,3621.63,29638.64,0.824540169,9484.575319
"324",443.655125,109.6039234,0.09,95.06,3756.07,30606.48,0.825316456,9693.810043
"325",504.3121172,120.0973385,0.09,94.62,3714.24,29982.62,0.828827173,9421.854338
"326",507.8172728,136.0286372,0.08,94.99,3811.15,30932.37,0.83336449,9504.235242
"327",519.8794223,144.2839848,0.07,96.76,3972.89,32981.55,0.839267439,10464.02073
"328",537.4183667,142.4629902,0.07,96.82,4181.17,33874.85,0.846165302,10230.39276
"329",576.9679493,148.6543302,0.06,96.22,4204.11,34529.45,0.852949098,10298.28601
"330",537.3557354,161.3136993,0.08,97.19,4297.5,34502.51,0.86087356,10694.42904
"331",523.5714795,164.9091557,0.1,98.56,4395.26,34935.47,0.865014813,10522.87827
"332",504.0400556,156.0955275,0.09,98.78,4522.68,35360.73,0.866801857,10215.16329
"333",469.4401358,165.1513965,0.08,98.68,4307.54,33843.92,0.869156065,10657.70257
"334",452.0218723,187.026819,0.08,99.5,4605.38,35819.56,0.876377117,10963.86179
"335",454.5764343,182.0506768,0.08,100.31,4567,34483.72,0.880683132,11214.85743
"336",473.8100115,168.0791552,0.08,101.02,4766.18,36338.3,0.883389046,11201.61463
"337",514.4485437,193.1104479,0.08,100.89,4515.55,35131.86,0.890822389,10957.41756
"338",583.6930133,212.0701069,0.08,100.82,4373.94,33892.6,0.898959142,11052.99091
"339",617.1983069,254.4300282,0.2,102.44,4530.41,34678.35,0.910961487,11937.26278
"340",618.1383903,244.0395037,0.33,103.16,4131.93,32977.21,0.916046957,11389.23479
"341",617.1229678,263.1164005,0.77,106.18,4132.15,32990.12,0.926145023,11810.35651
"342",621.1981781,275.4260002,1.21,107.42,3785.38,30775.43,0.938866621,12049.11881
"343",571.0014723,250.0456391,1.68,109.2,4130.29,32845.13,0.938755723,11526.92424
"344",576.8241696,233.895075,2.33,108.69,3955,31510.43,0.938423029,11482.41163
"345",537.5519802,219.8236843,2.56,111.26,3585.62,28725.51,0.940441375,11679.02828
"346",507.5442275,227.6268519,3.08,112.99,3871.98,32732.95,0.94425627,11241.71845
"347",529.7481193,213.7142111,3.78,110.19,4080.11,34589.77,0.943302546,11544.63781
"348",541.8317861,189.2964272,4.1,107.44,3839.5,33147.25,0.940406521,11406.56789
"349",555.5062881,193.7734169,4.33,105.69,4076.6,34086.04,0.947925413,11233.23494
"350",561.2921682,193.6110373,4.57,106.2,3970.15,32656.7,0.953216838,11023.61311
"351",547.2255217,185.0869621,4.65,106.83,4109.31,33274.15,0.956372681,12048.42182
"352",546.874859,195.4628792,4.83,105.96,4169.48,34098.16,0.961211007,11061.78423
"353",508.3450956,177.500034,5.06,106.76,4179.83,32908.27,0.963631755,11363.38807
"354",526.2950466,176.7554603,5.08,107.25,4450.38,34407.6,0.966743239,11397.06862
"355",555.1141963,188.4459833,5.12,106.24,4588.96,35559.53,0.968587316,11090.92687
"356",510.1503296,203.1510721,5.33,107.71,4507.66,34721.91,0.972817287,11007.74112
"357",487.151474,223.5431492,5.33,109.13,4288.05,33507.5,0.975234866,11185.74059
"358",471.9310723,215.0444386,5.33,110.46,4193.8,33052.87,0.974860981,11249.07298
"359",494.3489047,196.2931163,5.33,108.43,4567.8,35950.89,0.9728965,11396.71233
"360",481.4868203,182.4589235,5.33,106.66,4769.83,37689.54,0.971930103,11068.60624
"361",452.6264697,187.0042822,5.33,107.43,4845.65,38150.3,0.977224695,11072.68661
"362",429.72632,195.526896,5.33,108.05,5096.27,38996.39,0.983273396,11029.46672
"363",433.5275433,203.9870489,5.33,108.39,5254.35,39807.37,0.989629442,11436.64651
"364",427.9221407,215.4037173,5.33,109.69,5035.69,37815.92,0.993482359,11355.44928
"365",447.4943333,200.774301,5.33,109.54,5277.51,38686.32,0.995133157,11331.72574
"366",430.9714503,200.5730736,5.33,111.03,5460.48,39118.86,0.99546902,11275.15646
"367",411.0821254,203.3153982,5.33,110.46,5522.3,40842.79,0.996625529,11428.71393
"368",361.8294103,188.5882307,5.33,109.32,5648.4,41563.08,0.997436669,11160.68228
"369",372.0955763,172.4969708,5.13,108.77,5762.48,42330.15,0.999036771,11489.32404
"370",368.4913844,179.2799492,4.83,110,5705.45,41763.46,1.000186943,11704.39835
"371",365.5167043,176.8099016,4.64,112.5,6032.38,44910.65,0.999645126,11383.27415
"372",361.2365006,177.5628868,4.48,113.43,5881.61,42544.22,1,11041.7114
